商品编码	商品名称	商品简称	品牌	品牌编码	分类	年份	季节	重量	生产方式	主题	厂家货号	供应商	外部编码	备注	规格编码	规格名称	自定义编码	长	宽	高	公司名称	市场价	实际售价	财务成本	采购价	销售价	经销价	箱规	自定义属性1	自定义属性2	自定义属性3	自定义属性4	自定义属性5	自定义属性6	自定义属性7	自定义属性8	自定义属性9	自定义属性10	自定义属性11	自定义属性12	自定义属性13	自定义属性14	自定义属性15	自定义属性16	自定义属性17	自定义属性18	自定义属性19	自定义属性20
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml158	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001158	雷尼原创 甲油胶 12ml/瓶158	PA001158								12				PA001158	158																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml159	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001159	雷尼原创 甲油胶 12ml/瓶159	PA001159								12				PA001159	159																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml161	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001161	雷尼原创 甲油胶 12ml/瓶161	PA001161								12				PA001161	161																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml162	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001162	雷尼原创 甲油胶 12ml/瓶162	PA001162								12				PA001162	162																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml163	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001163	雷尼原创 甲油胶 12ml/瓶163	PA001163								12				PA001163	163																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml164	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001164	雷尼原创 甲油胶 12ml/瓶164	PA001164								12				PA001164	164																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml165	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001165	雷尼原创 甲油胶 12ml/瓶165	PA001165								12				PA001165	165																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml166	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001166	雷尼原创 甲油胶 12ml/瓶166	PA001166								12				PA001166	166																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml167	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001167	雷尼原创 甲油胶 12ml/瓶167	PA001167								12				PA001167	167																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml168	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001168	雷尼原创 甲油胶 12ml/瓶168	PA001168								12				PA001168	168																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml169	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001169	雷尼原创 甲油胶 12ml/瓶169	PA001169								12				PA001169	169																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml170	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001170	雷尼原创 甲油胶 12ml/瓶170	PA001170								12				PA001170	170																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml171	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001171	雷尼原创 甲油胶 12ml/瓶171	PA001171								12				PA001171	171																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml172	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001172	雷尼原创 甲油胶 12ml/瓶172	PA001172								12				PA001172	172																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml173	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001173	雷尼原创 甲油胶 12ml/瓶173	PA001173								12				PA001173	173																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml174	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001174	雷尼原创 甲油胶 12ml/瓶174	PA001174								12				PA001174	174																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml178	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001178	雷尼原创 甲油胶 12ml/瓶178	PA001178								12				PA001178	178																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml179	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001179	雷尼原创 甲油胶 12ml/瓶179	PA001179								12				PA001179	179																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml180	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001180	雷尼原创 甲油胶 12ml/瓶180	PA001180								12				PA001180	180																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml182	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001182	雷尼原创 甲油胶 12ml/瓶182	PA001182								12				PA001182	182																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml183	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001183	雷尼原创 甲油胶 12ml/瓶183	PA001183								12				PA001183	183																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml184	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001184	雷尼原创 甲油胶 12ml/瓶184	PA001184								12				PA001184	184																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml185	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001185	雷尼原创 甲油胶 12ml/瓶185	PA001185								12				PA001185	185																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml186	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001186	雷尼原创 甲油胶 12ml/瓶186	PA001186								12				PA001186	186																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml188	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001188	雷尼原创 甲油胶 12ml/瓶188	PA001188								12				PA001188	188																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml190	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001190	雷尼原创 甲油胶 12ml/瓶190	PA001190								12				PA001190	190																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml192	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001192	雷尼原创 甲油胶 12ml/瓶192	PA001192								12				PA001192	192																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml194	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001194	雷尼原创 甲油胶 12ml/瓶194	PA001194								12				PA001194	194																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml195	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001195	雷尼原创 甲油胶 12ml/瓶195	PA001195								12				PA001195	195																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml196	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001196	雷尼原创 甲油胶 12ml/瓶196	PA001196								12				PA001196	196																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml197	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001197	雷尼原创 甲油胶 12ml/瓶197	PA001197								12				PA001197	197																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml198	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001198	雷尼原创 甲油胶 12ml/瓶198	PA001198								12				PA001198	198																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml199	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001199	雷尼原创 甲油胶 12ml/瓶199	PA001199								12				PA001199	199																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml200	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001200	雷尼原创 甲油胶 12ml/瓶200	PA001200								12				PA001200	200																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml201	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001201	雷尼原创 甲油胶 12ml/瓶201	PA001201								12				PA001201	201																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml203	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001203	雷尼原创 甲油胶 12ml/瓶203	PA001203								12				PA001203	203																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml204	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001204	雷尼原创 甲油胶 12ml/瓶204	PA001204								12				PA001204	204																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml206	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001206	雷尼原创 甲油胶 12ml/瓶206	PA001206								12				PA001206	206																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml208	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001208	雷尼原创 甲油胶 12ml/瓶208	PA001208								12				PA001208	208																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml209	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001209	雷尼原创 甲油胶 12ml/瓶209	PA001209								12				PA001209	209																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml210	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001210	雷尼原创 甲油胶 12ml/瓶210	PA001210								12				PA001210	210																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml211	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001211	雷尼原创 甲油胶 12ml/瓶211	PA001211								12				PA001211	211																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml214	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001214	雷尼原创 甲油胶 12ml/瓶214	PA001214								12				PA001214	214																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml223	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001223	雷尼原创 甲油胶 12ml/瓶223	PA001223								12				PA001223	223																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml228	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001228	雷尼原创 甲油胶 12ml/瓶228	PA001228								12				PA001228	228																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml229	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001229	雷尼原创 甲油胶 12ml/瓶229	PA001229								12				PA001229	229																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml231	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001231	雷尼原创 甲油胶 12ml/瓶231	PA001231								12				PA001231	231																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml232	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001232	雷尼原创 甲油胶 12ml/瓶232	PA001232								12				PA001232	232																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml234	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001234	雷尼原创 甲油胶 12ml/瓶234	PA001234								12				PA001234	234																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml236	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001236	雷尼原创 甲油胶 12ml/瓶236	PA001236								12				PA001236	236																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml237	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001237	雷尼原创 甲油胶 12ml/瓶237	PA001237								12				PA001237	237																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml238	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001238	雷尼原创 甲油胶 12ml/瓶238	PA001238								12				PA001238	238																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml239	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001239	雷尼原创 甲油胶 12ml/瓶239	PA001239								12				PA001239	239																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml240	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001240	雷尼原创 甲油胶 12ml/瓶240	PA001240								12				PA001240	240																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml241	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001241	雷尼原创 甲油胶 12ml/瓶241	PA001241								12				PA001241	241																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml243	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001243	雷尼原创 甲油胶 12ml/瓶243	PA001243								12				PA001243	243																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml246	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001246	雷尼原创 甲油胶 12ml/瓶246	PA001246								12				PA001246	246																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml247	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001247	雷尼原创 甲油胶 12ml/瓶247	PA001247								12				PA001247	247																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml248	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001248	雷尼原创 甲油胶 12ml/瓶248	PA001248								12				PA001248	248																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml249	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001249	雷尼原创 甲油胶 12ml/瓶249	PA001249								12				PA001249	249																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml250	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001250	雷尼原创 甲油胶 12ml/瓶250	PA001250								12				PA001250	250																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml251	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001251	雷尼原创 甲油胶 12ml/瓶251	PA001251								12				PA001251	251																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml252	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001252	雷尼原创 甲油胶 12ml/瓶252	PA001252								12				PA001252	252																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml254	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001254	雷尼原创 甲油胶 12ml/瓶254	PA001254								12				PA001254	254																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml256	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001256	雷尼原创 甲油胶 12ml/瓶256	PA001256								12				PA001256	256																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml258	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001258	雷尼原创 甲油胶 12ml/瓶258	PA001258								12				PA001258	258																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml260	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001260	雷尼原创 甲油胶 12ml/瓶260	PA001260								12				PA001260	260																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml261	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001261	雷尼原创 甲油胶 12ml/瓶261	PA001261								12				PA001261	261																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml262	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001262	雷尼原创 甲油胶 12ml/瓶262	PA001262								12				PA001262	262																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml271	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001271	雷尼原创 甲油胶 12ml/瓶271	PA001271								12				PA001271	271																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml272	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001272	雷尼原创 甲油胶 12ml/瓶272	PA001272								12				PA001272	272																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml273	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001273	雷尼原创 甲油胶 12ml/瓶273	PA001273								12				PA001273	273																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml275	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001275	雷尼原创 甲油胶 12ml/瓶275	PA001275								12				PA001275	275																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml276	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001276	雷尼原创 甲油胶 12ml/瓶276	PA001276								12				PA001276	276																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml278	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001278	雷尼原创 甲油胶 12ml/瓶278	PA001278								12				PA001278	278																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml281	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001281	雷尼原创 甲油胶 12ml/瓶281	PA001281								12				PA001281	281																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml285	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001285	雷尼原创 甲油胶 12ml/瓶285	PA001285								12				PA001285	285																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml286	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001286	雷尼原创 甲油胶 12ml/瓶286	PA001286								12				PA001286	286																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml288	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001288	雷尼原创 甲油胶 12ml/瓶288	PA001288								12				PA001288	288																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml293	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001293	雷尼原创 甲油胶 12ml/瓶293	PA001293								12				PA001293	293																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml297	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001297	雷尼原创 甲油胶 12ml/瓶297	PA001297								12				PA001297	297																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml298	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001298	雷尼原创 甲油胶 12ml/瓶298	PA001298								12				PA001298	298																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml300	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001300	雷尼原创 甲油胶 12ml/瓶300	PA001300								12				PA001300	300																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml306	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001306	雷尼原创 甲油胶 12ml/瓶306	PA001306								12				PA001306	306																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml307	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001307	雷尼原创 甲油胶 12ml/瓶307	PA001307								12				PA001307	307																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml325	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001325	雷尼原创 甲油胶 12ml/瓶325	PA001325								12				PA001325	325																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml326	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001326	雷尼原创 甲油胶 12ml/瓶326	PA001326								12				PA001326	326																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml329	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001329	雷尼原创 甲油胶 12ml/瓶329	PA001329								12				PA001329	329																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml330	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001330	雷尼原创 甲油胶 12ml/瓶330	PA001330								12				PA001330	330																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml331	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001331	雷尼原创 甲油胶 12ml/瓶331	PA001331								12				PA001331	331																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml349	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001349	雷尼原创 甲油胶 12ml/瓶349	PA001349								12				PA001349	349																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml351	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001351	雷尼原创 甲油胶 12ml/瓶351	PA001351								12				PA001351	351																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml353	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001353	雷尼原创 甲油胶 12ml/瓶353	PA001353								12				PA001353	353																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml354	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001354	雷尼原创 甲油胶 12ml/瓶354	PA001354								12				PA001354	354																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml355	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001355	雷尼原创 甲油胶 12ml/瓶355	PA001355								12				PA001355	355																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml356	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001356	雷尼原创 甲油胶 12ml/瓶356	PA001356								12				PA001356	356																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml357	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001357	雷尼原创 甲油胶 12ml/瓶357	PA001357								12				PA001357	357																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml358	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001358	雷尼原创 甲油胶 12ml/瓶358	PA001358								12				PA001358	358																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml359	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001359	雷尼原创 甲油胶 12ml/瓶359	PA001359								12				PA001359	359																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml360	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001360	雷尼原创 甲油胶 12ml/瓶360	PA001360								12				PA001360	360																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml361	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001361	雷尼原创 甲油胶 12ml/瓶361	PA001361								12				PA001361	361																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml362	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001362	雷尼原创 甲油胶 12ml/瓶362	PA001362								12				PA001362	362																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml365	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001365	雷尼原创 甲油胶 12ml/瓶365	PA001365								12				PA001365	365																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml369	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001369	雷尼原创 甲油胶 12ml/瓶369	PA001369								12				PA001369	369																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml373	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001373	雷尼原创 甲油胶 12ml/瓶373	PA001373								12				PA001373	373																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml374	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001374	雷尼原创 甲油胶 12ml/瓶374	PA001374								12				PA001374	374																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml375	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001375	雷尼原创 甲油胶 12ml/瓶375	PA001375								12				PA001375	375																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml376	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001376	雷尼原创 甲油胶 12ml/瓶376	PA001376								12				PA001376	376																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml377	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001377	雷尼原创 甲油胶 12ml/瓶377	PA001377								12				PA001377	377																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml382	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001382	雷尼原创 甲油胶 12ml/瓶382	PA001382								12				PA001382	382																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml383	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001383	雷尼原创 甲油胶 12ml/瓶383	PA001383								12				PA001383	383																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml385	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001385	雷尼原创 甲油胶 12ml/瓶385	PA001385								12				PA001385	385																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml391	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001391	雷尼原创 甲油胶 12ml/瓶391	PA001391								12				PA001391	391																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml392	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001392	雷尼原创 甲油胶 12ml/瓶392	PA001392								12				PA001392	392																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml393	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001393	雷尼原创 甲油胶 12ml/瓶393	PA001393								12				PA001393	393																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml394	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001394	雷尼原创 甲油胶 12ml/瓶394	PA001394								12				PA001394	394																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml395	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001395	雷尼原创 甲油胶 12ml/瓶395	PA001395								12				PA001395	395																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml396	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001396	雷尼原创 甲油胶 12ml/瓶396	PA001396								12				PA001396	396																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml397	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001397	雷尼原创 甲油胶 12ml/瓶397	PA001397								12				PA001397	397																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml398	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001398	雷尼原创 甲油胶 12ml/瓶398	PA001398								12				PA001398	398																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml399	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001399	雷尼原创 甲油胶 12ml/瓶399	PA001399								12				PA001399	399																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml400	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001400	雷尼原创 甲油胶 12ml/瓶400	PA001400								12				PA001400	400																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml401	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001401	雷尼原创 甲油胶 12ml/瓶401	PA001401								12				PA001401	401																		
